txn_date,filed_at,accession_no,ticker,company_name,cik,exchange,sic_code,sic_industry,sic_major_group,insider_name,insider_cik,insider_title,is_director,is_officer,is_ten_percent,txn_code,shares,price_per_share,total_value_usd,shares_owned_after,ownership_form,market_cap_usd,ratio_to_mcap
2026-01-09,2026-01-13 00:00:00,0001253170-26-000004,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,AKKARAJU SRINIVAS,0001253170,,true,false,false,P,588235.0,17.0,9999995.0,1853488.0,I,3171079410.508156,0.0031534987635007004
2026-01-08,2026-01-12 00:00:00,0001104659-26-003018,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,"Foresite Labs, LLC",0002027905,,false,false,true,P,294117.0,17.0,4999989.0,2908332.0,I,3171079410.508156,0.001576746701275061
2026-01-08,2026-01-12 00:00:00,0001104659-26-003017,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,Foresite Capital Management VI LLC,0002013341,,false,false,true,P,294117.0,17.0,4999989.0,2908332.0,I,3171079410.508156,0.001576746701275061
2026-01-08,2026-01-12 00:00:00,0001104659-26-003016,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,Tananbaum James B.,0001581754,,true,false,true,P,294117.0,17.0,4999989.0,2908332.0,I,3171079410.508156,0.001576746701275061
2026-01-08,2026-01-12 00:00:00,0001104659-26-003016,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,Tananbaum James B.,0001581754,,true,false,true,P,117647.0,17.0,1999999.0,5702536.0,I,3171079410.508156,0.0006306997527001401
2026-01-08,2026-01-12 00:00:00,0001104659-26-003018,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,"Foresite Labs, LLC",0002027905,,false,false,true,P,117647.0,17.0,1999999.0,5702536.0,I,3171079410.508156,0.0006306997527001401
2026-01-08,2026-01-12 00:00:00,0001104659-26-003017,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,Foresite Capital Management VI LLC,0002013341,,false,false,true,P,117647.0,17.0,1999999.0,5702536.0,I,3171079410.508156,0.0006306997527001401
2025-12-05,2025-12-09 00:00:00,0001253170-25-000021,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,AKKARAJU SRINIVAS,0001253170,,true,false,false,P,70028.0,10.01,700980.28,1213873.0,I,3171079410.508156,0.00022105415514891508
2025-12-05,2025-12-09 00:00:00,0001253170-25-000021,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,AKKARAJU SRINIVAS,0001253170,,true,false,false,P,64969.0,8.95,581472.5499999999,1143845.0,I,3171079410.508156,0.0001833673884271541
2025-12-05,2025-12-09 00:00:00,0001253170-25-000021,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,AKKARAJU SRINIVAS,0001253170,,true,false,false,P,51380.0,10.73,551307.4,1265253.0,I,3171079410.508156,0.0001738548073482823
2025-12-04,2025-12-04 00:00:00,0001253170-25-000019,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,AKKARAJU SRINIVAS,0001253170,,true,false,false,P,66027.0,8.18,540100.86,1078876.0,I,3171079410.508156,0.0001703208245779788
2025-12-03,2025-12-04 00:00:00,0001253170-25-000019,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,AKKARAJU SRINIVAS,0001253170,,true,false,false,P,100000.0,7.75,775000.0,1012849.0,I,3171079410.508156,0.0002443962763694425
2025-12-02,2025-12-04 00:00:00,0001253170-25-000019,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,AKKARAJU SRINIVAS,0001253170,,true,false,false,P,96000.0,7.55,724800.0,912849.0,I,3171079410.508156,0.0002285657046613831
2025-12-01,2025-12-01 00:00:00,0001253170-25-000017,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,AKKARAJU SRINIVAS,0001253170,,true,false,false,P,86350.0,7.46,644171.0,816849.0,I,3171079410.508156,0.00020313934676797436
2025-11-28,2025-12-01 00:00:00,0001253170-25-000017,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,AKKARAJU SRINIVAS,0001253170,,true,false,false,P,38702.0,7.64,295683.27999999997,730499.0,I,3171079410.508156,9.324373240864934e-05
2025-11-26,2025-12-01 00:00:00,0001253170-25-000017,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,AKKARAJU SRINIVAS,0001253170,,true,false,false,P,48537.0,7.64,370822.68,691797.0,I,3171079410.508156,0.00011693894475527397
2025-11-21,2025-11-25 00:00:00,0001104659-25-115950,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,Tananbaum James B.,0001581754,,true,false,true,P,72212.0,7.38,532924.5599999999,2614215.0,I,3171079410.508156,0.00016805777812880455
2025-11-21,2025-11-25 00:00:00,0001104659-25-115948,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,"Foresite Labs, LLC",0002027905,,false,false,true,P,72212.0,7.38,532924.5599999999,2614215.0,I,3171079410.508156,0.00016805777812880455
2025-11-21,2025-11-25 00:00:00,0001104659-25-115951,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,Foresite Capital Management VI LLC,0002013341,,false,false,true,P,72212.0,7.38,532924.5599999999,2614215.0,I,3171079410.508156,0.00016805777812880455
2025-11-20,2025-11-24 00:00:00,0001253170-25-000014,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,AKKARAJU SRINIVAS,0001253170,,true,false,false,P,125743.0,7.2,905349.6,643260.0,I,3171079410.508156,0.00028550202716459894
2025-11-19,2025-11-19 00:00:00,0001104659-25-114267,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,Foresite Capital Management VI LLC,0002013341,,false,false,true,P,190500.0,6.56,1249680.0,2542003.0,I,3171079410.508156,0.00039408663052047083
2025-11-19,2025-11-19 00:00:00,0001104659-25-114268,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,"Foresite Labs, LLC",0002027905,,false,false,true,P,190500.0,6.56,1249680.0,2542003.0,I,3171079410.508156,0.00039408663052047083
2025-11-19,2025-11-19 00:00:00,0001104659-25-114266,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,Tananbaum James B.,0001581754,,true,false,true,P,190500.0,6.56,1249680.0,2542003.0,I,3171079410.508156,0.00039408663052047083
2025-11-19,2025-11-19 00:00:00,0001253170-25-000011,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,AKKARAJU SRINIVAS,0001253170,,true,false,false,P,137772.0,6.56,903784.32,517517.0,I,3171079410.508156,0.00028500841606334015
2025-11-18,2025-11-19 00:00:00,0001104659-25-114268,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,"Foresite Labs, LLC",0002027905,,false,false,true,P,117374.0,6.19,726545.06,2351503.0,I,3171079410.508156,0.00022911600939175896
2025-11-18,2025-11-19 00:00:00,0001104659-25-114267,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,Foresite Capital Management VI LLC,0002013341,,false,false,true,P,117374.0,6.19,726545.06,2351503.0,I,3171079410.508156,0.00022911600939175896
2025-11-18,2025-11-19 00:00:00,0001104659-25-114266,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,Tananbaum James B.,0001581754,,true,false,true,P,117374.0,6.19,726545.06,2351503.0,I,3171079410.508156,0.00022911600939175896
2025-11-18,2025-11-19 00:00:00,0001253170-25-000011,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,AKKARAJU SRINIVAS,0001253170,,true,false,false,P,102652.0,6.05,621044.6,379745.0,I,3171079410.508156,0.0001958464357410966
2025-11-17,2025-11-19 00:00:00,0001104659-25-114267,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,Foresite Capital Management VI LLC,0002013341,,false,false,true,P,150000.0,5.59,838500.0,2234129.0,I,3171079410.508156,0.0002644210035300355
2025-11-17,2025-11-19 00:00:00,0001104659-25-114266,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,Tananbaum James B.,0001581754,,true,false,true,P,150000.0,5.59,838500.0,2234129.0,I,3171079410.508156,0.0002644210035300355
2025-11-17,2025-11-19 00:00:00,0001104659-25-114268,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,"Foresite Labs, LLC",0002027905,,false,false,true,P,150000.0,5.59,838500.0,2234129.0,I,3171079410.508156,0.0002644210035300355
2025-11-17,2025-11-19 00:00:00,0001104659-25-114267,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,Foresite Capital Management VI LLC,0002013341,,false,false,true,P,50000.0,5.6,280000.0,2084129.0,I,3171079410.508156,8.829800952702438e-05
2025-11-17,2025-11-19 00:00:00,0001104659-25-114268,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,"Foresite Labs, LLC",0002027905,,false,false,true,P,50000.0,5.6,280000.0,2084129.0,I,3171079410.508156,8.829800952702438e-05
2025-11-17,2025-11-19 00:00:00,0001104659-25-114266,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,Tananbaum James B.,0001581754,,true,false,true,P,50000.0,5.6,280000.0,2084129.0,I,3171079410.508156,8.829800952702438e-05
2025-11-17,2025-11-19 00:00:00,0001253170-25-000011,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,AKKARAJU SRINIVAS,0001253170,,true,false,false,P,914.0,5.51,5036.139999999999,277093.0,I,3171079410.508156,1.5881469203551019e-06
2025-11-13,2025-11-17 00:00:00,0001253170-25-000008,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,AKKARAJU SRINIVAS,0001253170,,true,false,false,P,276179.0,5.25,1449939.75,276179.0,I,3171079410.508156,0.00045723854949682624
2025-05-06,2025-05-06 00:00:00,0001104659-25-045221,ALMS,ALUMIS INC.,0001847367,NASDAQ,2834,Pharmaceutical Preparations,Manufacturing,"Foresite Labs, LLC",0002027905,,false,false,true,P,20000.0,4.34,86800.0,4247670.0,I,3171079410.508156,2.7372382953377557e-05
