txn_date,filed_at,accession_no,ticker,company_name,cik,exchange,sic_code,sic_industry,sic_major_group,insider_name,insider_cik,insider_title,is_director,is_officer,is_ten_percent,txn_code,shares,price_per_share,total_value_usd,shares_owned_after,ownership_form,market_cap_usd,ratio_to_mcap
2026-03-09,2026-03-09 00:00:00,0001193125-26-099122,IHRT,"iHeartMedia, Inc.",0001400891,NASDAQ,4832,Radio Broadcasting Stations,"Transportation, Communications, Electric, Gas",PITTMAN ROBERT W,0001128482,Chairman and CEO,true,true,false,P,16349.0,2.9681,48525.4669,6231286.0,D,929230888.0594897,5.222110836342902e-05
2026-03-05,2026-03-05 00:00:00,0001193125-26-094190,IHRT,"iHeartMedia, Inc.",0001400891,NASDAQ,4832,Radio Broadcasting Stations,"Transportation, Communications, Electric, Gas",PITTMAN ROBERT W,0001128482,Chairman and CEO,true,true,false,P,32468.0,3.2517,105576.1956,6214937.0,D,929230888.0594897,0.0001136167522589294
2025-08-14,2025-08-18 00:00:00,0000950170-25-109564,IHRT,"iHeartMedia, Inc.",0001400891,NASDAQ,4832,Radio Broadcasting Stations,"Transportation, Communications, Electric, Gas",PITTMAN ROBERT W,0001128482,Chairman and CEO,true,true,false,P,117371.0,2.1894,256972.0674,4558760.0,D,929230888.0594897,0.00027654275240100344
2025-05-15,2025-05-19 00:00:00,0000950170-25-073978,IHRT,"iHeartMedia, Inc.",0001400891,NASDAQ,4832,Radio Broadcasting Stations,"Transportation, Communications, Electric, Gas",PITTMAN ROBERT W,0001128482,Chairman and CEO,true,true,false,P,200000.0,1.2196,243920.0,4441389.0,D,929230888.0594897,0.0002624966551740197
